form_name;variable_name;field_label;code;choice_label_dk;choice_label_uk;;;;
yale_food_addiction_scale_yfas;yfas_keep_harmful_eat;Jeg fortsatte med at spise visse fødevarer, selvom jeg vidste, at det var skadeligt for mit helbred. For eksempel spiste jeg stadig søde sager, selvom jeg havde diabetes, eller jeg spiste fed mad, selvom jeg havde hjerte-kar-sygdom.;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_urge_cannot_think;Jeg havde så stærk trang til visse fødevarer, at jeg ikke kunne tænke på andet.;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_urge_eat_now;Jeg havde så intens lyst til visse fødevarer, at jeg følte, jeg måtte spise dem med det samme.;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_no_succes_stop_eat;Jeg forsøgte at skære ned på eller lade være med at spise bestemte typer mad, men det lykkedes mig ikke.;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_no_succ_keep_stop;Jeg forsøgte og mislykkedes med at skære ned på eller stoppe med at spise visse fødevarer.;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_distract_eat_hurt;Jeg var så distraheret af at spise, at jeg kunne være kommet til skade (f.eks. når jeg kørte bil, gik over vejen eller betjente maskiner).;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_dist_think_hurt;Jeg var så optaget af tanker om mad, at jeg kunne være kommet til skade (f.eks. når jeg kørte bil, gik over vejen eller betjente maskiner).;5;1 gang om ugen;Once a week;;;;
yale_food_addiction_scale_yfas;yfas_fam_friends_worry;Mine venner eller min familie var bekymrede over, hvor meget jeg overspiste.;5;1 gang om ugen;Once a week;;;;
besoegsdag_4;vo2max_test_type_v4;Hvilken testprotokol blev kørt?;1;1. Let;1. Easy ;;;;
besgsdag_6;vo2max_test_type_v6;Hvilken testprotokol blev kørt?;1;1. Let;1. Easy ;;;;
besgsdag_8;vo2max_test_type_v8;Hvilken testprotokol blev kørt?;1;1. Let;1. Easy ;;;;
besgsdag_10_5f76;vo2max_test_type_v10;Hvilken testprotokol blev kørt?;1;1. Let;1. Easy ;;;;
sociodemografiske_karakteristika;socde_education_school;Hvilken skole- eller ungdomsuddannelse har du?;4;10-11 års skolegang;10-11 years of schooling;;;;
ekstra_kontakt;contact_direct_time;Tidsforbrug, direkte kontakt Hvor lang tid er der samlet brugt i direkte kontakt med deltageren (telefon, video eller fysisk fremmøde)?;3;11-15 minutter;11-15 minutes;;;;
ekstra_kontakt;contact_administration_time;Tidsforbrug, administrativt arbejde i forbindelse med denne kontaktHvor lang tid er der samlet brugt på administrativt arbejde i forbindelse med denne kontakt med deltageren (dokumentation, booking, mails, koordinering m.m.)?;3;11-15 minutter;11-15 minutes;;;;
ekstra_kontakt;contact_direct_time;Tidsforbrug, direkte kontakt Hvor lang tid er der samlet brugt i direkte kontakt med deltageren (telefon, video eller fysisk fremmøde)?;4;16-20 minutter;16-20 minutes;;;;
ekstra_kontakt;contact_administration_time;Tidsforbrug, administrativt arbejde i forbindelse med denne kontaktHvor lang tid er der samlet brugt på administrativt arbejde i forbindelse med denne kontakt med deltageren (dokumentation, booking, mails, koordinering m.m.)?;4;16-20 minutter;16-20 minutes;;;;
yale_food_addiction_scale_yfas;yfas_attempt_frequency;Hvor mange gange det seneste år har du forsøgt at skære ned på eller stoppe helt med at spise visse fødevarer?;2;2 gange;Twice;;;;
yale_food_addiction_scale_yfas;yfas_overeat_unplanned;Når jeg begyndte at spise visse fødevarer, spiste jeg meget mere, end jeg havde planlagt.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_eat_when_full;Jeg fortsatte med at spise visse fødevarer, selvom jeg ikke længere var sulten.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_eat_until_sick;Jeg spiste, indtil jeg fik det fysisk dårligt.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_worry_restrict;Jeg bekymrede mig meget om at skære ned på visse typer fødevarer, men jeg spiste dem alligevel.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_tired_overeating;Jeg brugte meget tid på at føle mig træt eller uoplagt efter at have overspist.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_constant_eating;Jeg brugte meget tid på at spise visse fødevarer i løbet af dagen.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_go_far_for_food;Når visse fødevarer ikke var tilgængelige, gjorde jeg en ekstra indsats for at få fat i dem. For eksempel gik jeg i supermarkedet for at købe bestemte fødevarer, selvom jeg havde andre ting at spise derhjemme.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_food_interference;Jeg spiste visse fødevarer så ofte eller i så store mængder, at jeg holdt op med at gøre andre vigtige ting. Det kunne for eksempel være at arbejde eller bruge tid med familie eller venner.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_problems_overeat;Jeg havde problemer med min familie eller mine venner på grund af, hvor meget jeg overspiste.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_avoid_situations;Jeg undgik arbejde, skole eller sociale aktiviteter, fordi jeg var bange for, at jeg ville overspise.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_avoid_cut_food_sad;Når jeg skar ned på eller stoppede med at spise visse fødevarer, følte jeg mig irritabel, nervøs eller trist til mode.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_withdrawals;Hvis jeg havde fysiske symptomer (f.eks. hovedpine eller træthed), fordi jeg ikke havde spist bestemte fødevarer, spiste jeg dem for at få det bedre.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_eat_emotions;Hvis jeg havde følelsesmæssige problemer, fordi jeg ikke havde spist bestemte fødevarer, spiste jeg dem for at få det bedre.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_phys_sympt;Når jeg skar ned på eller stoppede med at spise visse fødevarer, fik jeg fysiske symptomer (f.eks. hovedpine eller træthed).;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_craving_reduced;Når jeg skar ned på eller stoppede med at spise visse fødevarer, fik jeg stærk trang til dem.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_food_stress;Min spisning gav mig stor følelsesmæssig ubehag.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_function_problems;Jeg havde betydelige problemer i mit liv på grund af mad og spisning. Det kunne for eksempel være problemer med mine daglige rutiner, arbejde, skole, venner, familie eller mit helbred.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_felt_bad_overeat;Jeg havde det så dårligt over at have overspist, at jeg ikke fik gjort andre vigtige ting. Det kunne for eksempel være at arbejde eller bruge tid med familie eller venner.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_overeat_neglect;Min overspisning gjorde det svært for mig at tage mig af min familie eller foretage huslige pligter.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_avoid_no_foods;Jeg undgik arbejde, skole eller sociale arrangementer, fordi jeg ikke kunne spise visse fødevarer.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_avoid_appreciation;Jeg undgik sociale situationer, fordi andre ikke ville acceptere, hvor meget jeg spiste.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_emotion_same_way;Jeg fortsatte med at spise på samme måde, selvom min spisning gav mig følelsesmæssige problemer.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_physical_same_way;Jeg fortsatte med at spise på samme måde, selvom min spisning gav mig fysiske problemer (f.eks. hovedpine eller træthed).;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_same_eat_no_joy;At spise den samme mængde mad gav mig ikke lige så meget nydelse som før.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_stop_eat_not_able;Jeg ville virkelig gerne skære ned på eller stoppe med at spise visse typer mad, men jeg kunne bare ikke.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_eat_more_same_feel;Jeg havde brug for at spise mere og mere for at få de følelser, jeg ønskede fra mad. Det kunne være at mindske negative følelser som tristhed eller øge nydelsen.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_do_bad_overeat;Jeg klarede mig dårligt på arbejde eller i skole, fordi jeg spiste for meget.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_keep_harmful_eat;Jeg fortsatte med at spise visse fødevarer, selvom jeg vidste, at det var skadeligt for mit helbred. For eksempel spiste jeg stadig søde sager, selvom jeg havde diabetes, eller jeg spiste fed mad, selvom jeg havde hjerte-kar-sygdom.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_urge_cannot_think;Jeg havde så stærk trang til visse fødevarer, at jeg ikke kunne tænke på andet.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_urge_eat_now;Jeg havde så intens lyst til visse fødevarer, at jeg følte, jeg måtte spise dem med det samme.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_no_succes_stop_eat;Jeg forsøgte at skære ned på eller lade være med at spise bestemte typer mad, men det lykkedes mig ikke.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_no_succ_keep_stop;Jeg forsøgte og mislykkedes med at skære ned på eller stoppe med at spise visse fødevarer.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_distract_eat_hurt;Jeg var så distraheret af at spise, at jeg kunne være kommet til skade (f.eks. når jeg kørte bil, gik over vejen eller betjente maskiner).;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_dist_think_hurt;Jeg var så optaget af tanker om mad, at jeg kunne være kommet til skade (f.eks. når jeg kørte bil, gik over vejen eller betjente maskiner).;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_fam_friends_worry;Mine venner eller min familie var bekymrede over, hvor meget jeg overspiste.;4;2-3 gange om måneden;Two-three times a month;;;;
yale_food_addiction_scale_yfas;yfas_overeat_unplanned;Når jeg begyndte at spise visse fødevarer, spiste jeg meget mere, end jeg havde planlagt.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_eat_when_full;Jeg fortsatte med at spise visse fødevarer, selvom jeg ikke længere var sulten.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_eat_until_sick;Jeg spiste, indtil jeg fik det fysisk dårligt.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_worry_restrict;Jeg bekymrede mig meget om at skære ned på visse typer fødevarer, men jeg spiste dem alligevel.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_tired_overeating;Jeg brugte meget tid på at føle mig træt eller uoplagt efter at have overspist.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_constant_eating;Jeg brugte meget tid på at spise visse fødevarer i løbet af dagen.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_go_far_for_food;Når visse fødevarer ikke var tilgængelige, gjorde jeg en ekstra indsats for at få fat i dem. For eksempel gik jeg i supermarkedet for at købe bestemte fødevarer, selvom jeg havde andre ting at spise derhjemme.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_food_interference;Jeg spiste visse fødevarer så ofte eller i så store mængder, at jeg holdt op med at gøre andre vigtige ting. Det kunne for eksempel være at arbejde eller bruge tid med familie eller venner.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_problems_overeat;Jeg havde problemer med min familie eller mine venner på grund af, hvor meget jeg overspiste.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_avoid_situations;Jeg undgik arbejde, skole eller sociale aktiviteter, fordi jeg var bange for, at jeg ville overspise.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_avoid_cut_food_sad;Når jeg skar ned på eller stoppede med at spise visse fødevarer, følte jeg mig irritabel, nervøs eller trist til mode.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_withdrawals;Hvis jeg havde fysiske symptomer (f.eks. hovedpine eller træthed), fordi jeg ikke havde spist bestemte fødevarer, spiste jeg dem for at få det bedre.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_eat_emotions;Hvis jeg havde følelsesmæssige problemer, fordi jeg ikke havde spist bestemte fødevarer, spiste jeg dem for at få det bedre.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_phys_sympt;Når jeg skar ned på eller stoppede med at spise visse fødevarer, fik jeg fysiske symptomer (f.eks. hovedpine eller træthed).;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_craving_reduced;Når jeg skar ned på eller stoppede med at spise visse fødevarer, fik jeg stærk trang til dem.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_food_stress;Min spisning gav mig stor følelsesmæssig ubehag.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_function_problems;Jeg havde betydelige problemer i mit liv på grund af mad og spisning. Det kunne for eksempel være problemer med mine daglige rutiner, arbejde, skole, venner, familie eller mit helbred.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_felt_bad_overeat;Jeg havde det så dårligt over at have overspist, at jeg ikke fik gjort andre vigtige ting. Det kunne for eksempel være at arbejde eller bruge tid med familie eller venner.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_overeat_neglect;Min overspisning gjorde det svært for mig at tage mig af min familie eller foretage huslige pligter.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_avoid_no_foods;Jeg undgik arbejde, skole eller sociale arrangementer, fordi jeg ikke kunne spise visse fødevarer.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_avoid_appreciation;Jeg undgik sociale situationer, fordi andre ikke ville acceptere, hvor meget jeg spiste.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_emotion_same_way;Jeg fortsatte med at spise på samme måde, selvom min spisning gav mig følelsesmæssige problemer.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_physical_same_way;Jeg fortsatte med at spise på samme måde, selvom min spisning gav mig fysiske problemer (f.eks. hovedpine eller træthed).;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_same_eat_no_joy;At spise den samme mængde mad gav mig ikke lige så meget nydelse som før.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_stop_eat_not_able;Jeg ville virkelig gerne skære ned på eller stoppe med at spise visse typer mad, men jeg kunne bare ikke.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_eat_more_same_feel;Jeg havde brug for at spise mere og mere for at få de følelser, jeg ønskede fra mad. Det kunne være at mindske negative følelser som tristhed eller øge nydelsen.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_do_bad_overeat;Jeg klarede mig dårligt på arbejde eller i skole, fordi jeg spiste for meget.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_keep_harmful_eat;Jeg fortsatte med at spise visse fødevarer, selvom jeg vidste, at det var skadeligt for mit helbred. For eksempel spiste jeg stadig søde sager, selvom jeg havde diabetes, eller jeg spiste fed mad, selvom jeg havde hjerte-kar-sygdom.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_urge_cannot_think;Jeg havde så stærk trang til visse fødevarer, at jeg ikke kunne tænke på andet.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_urge_eat_now;Jeg havde så intens lyst til visse fødevarer, at jeg følte, jeg måtte spise dem med det samme.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_no_succes_stop_eat;Jeg forsøgte at skære ned på eller lade være med at spise bestemte typer mad, men det lykkedes mig ikke.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_no_succ_keep_stop;Jeg forsøgte og mislykkedes med at skære ned på eller stoppe med at spise visse fødevarer.;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_distract_eat_hurt;Jeg var så distraheret af at spise, at jeg kunne være kommet til skade (f.eks. når jeg kørte bil, gik over vejen eller betjente maskiner).;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_dist_think_hurt;Jeg var så optaget af tanker om mad, at jeg kunne være kommet til skade (f.eks. når jeg kørte bil, gik over vejen eller betjente maskiner).;6;2-3 gange om ugen;Two-three times a week;;;;
yale_food_addiction_scale_yfas;yfas_fam_friends_worry;Mine venner eller min familie var bekymrede over, hvor meget jeg overspiste.;6;2-3 gange om ugen;Two-three times a week;;;;
besoegsdag_4;vo2max_test_type_v4;Hvilken testprotokol blev kørt?;2;2. Middel;2. Average;;;;
besgsdag_6;vo2max_test_type_v6;Hvilken testprotokol blev kørt?;2;2. Middel;2. Average;;;;
besgsdag_8;vo2max_test_type_v8;Hvilken testprotokol blev kørt?;2;2. Middel;2. Average;;;;
besgsdag_10_5f76;vo2max_test_type_v10;Hvilken testprotokol blev kørt?;2;2. Middel;2. Average;;;;
ekstra_kontakt;contact_direct_time;Tidsforbrug, direkte kontakt Hvor lang tid er der samlet brugt i direkte kontakt med deltageren (telefon, video eller fysisk fremmøde)?;5;21-25 minutter;21-25 minutes;;;;
ekstra_kontakt;contact_administration_time;Tidsforbrug, administrativt arbejde i forbindelse med denne kontaktHvor lang tid er der samlet brugt på administrativt arbejde i forbindelse med denne kontakt med deltageren (dokumentation, booking, mails, koordinering m.m.)?;5;21-25 minutter;21-25 minutes;;;;
ekstra_kontakt;contact_direct_time;Tidsforbrug, direkte kontakt Hvor lang tid er der samlet brugt i direkte kontakt med deltageren (telefon, video eller fysisk fremmøde)?;6;26-30 minutter;26-30 minutes;;;;
ekstra_kontakt;contact_administration_time;Tidsforbrug, administrativt arbejde i forbindelse med denne kontaktHvor lang tid er der samlet brugt på administrativt arbejde i forbindelse med denne kontakt med deltageren (dokumentation, booking, mails, koordinering m.m.)?;6;26-30 minutter;26-30 minutes;;;;
yale_food_addiction_scale_yfas;yfas_attempt_frequency;Hvor mange gange det seneste år har du forsøgt at skære ned på eller stoppe helt med at spise visse fødevarer?;3;3 gange;Three times;;;;
besoegsdag_4;vo2max_test_type_v4;Hvilken testprotokol blev kørt?;3;3. Høj;3. High ;;;;
besgsdag_6;vo2max_test_type_v6;Hvilken testprotokol blev kørt?;3;3. Høj;3. High ;;;;
besgsdag_8;vo2max_test_type_v8;Hvilken testprotokol blev kørt?;3;3. Høj;3. High ;;;;
besgsdag_10_5f76;vo2max_test_type_v10;Hvilken testprotokol blev kørt?;3;3. Høj;3. High ;;;;
ekstra_kontakt;contact_direct_time;Tidsforbrug, direkte kontakt Hvor lang tid er der samlet brugt i direkte kontakt med deltageren (telefon, video eller fysisk fremmøde)?;7;31-35 minutter;31-35 minutes;;;;
ekstra_kontakt;contact_administration_time;Tidsforbrug, administrativt arbejde i forbindelse med denne kontaktHvor lang tid er der samlet brugt på administrativt arbejde i forbindelse med denne kontakt med deltageren (dokumentation, booking, mails, koordinering m.m.)?;7;31-35 minutter;31-35 minutes;;;;
ekstra_kontakt;contact_direct_time;Tidsforbrug, direkte kontakt Hvor lang tid er der samlet brugt i direkte kontakt med deltageren (telefon, video eller fysisk fremmøde)?;8;36-40 minutter;36-40 minutes;;;;
ekstra_kontakt;contact_administration_time;Tidsforbrug, administrativt arbejde i forbindelse med denne kontaktHvor lang tid er der samlet brugt på administrativt arbejde i forbindelse med denne kontakt med deltageren (dokumentation, booking, mails, koordinering m.m.)?;8;36-40 minutter;36-40 minutes;;;;
yale_food_addiction_scale_yfas;yfas_attempt_frequency;Hvor mange gange det seneste år har du forsøgt at skære ned på eller stoppe helt med at spise visse fødevarer?;4;4 gange;Four times;;;;
yale_food_addiction_scale_yfas;yfas_overeat_unplanned;Når jeg begyndte at spise visse fødevarer, spiste jeg meget mere, end jeg havde planlagt.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_eat_when_full;Jeg fortsatte med at spise visse fødevarer, selvom jeg ikke længere var sulten.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_eat_until_sick;Jeg spiste, indtil jeg fik det fysisk dårligt.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_worry_restrict;Jeg bekymrede mig meget om at skære ned på visse typer fødevarer, men jeg spiste dem alligevel.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_tired_overeating;Jeg brugte meget tid på at føle mig træt eller uoplagt efter at have overspist.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_constant_eating;Jeg brugte meget tid på at spise visse fødevarer i løbet af dagen.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_go_far_for_food;Når visse fødevarer ikke var tilgængelige, gjorde jeg en ekstra indsats for at få fat i dem. For eksempel gik jeg i supermarkedet for at købe bestemte fødevarer, selvom jeg havde andre ting at spise derhjemme.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_food_interference;Jeg spiste visse fødevarer så ofte eller i så store mængder, at jeg holdt op med at gøre andre vigtige ting. Det kunne for eksempel være at arbejde eller bruge tid med familie eller venner.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_problems_overeat;Jeg havde problemer med min familie eller mine venner på grund af, hvor meget jeg overspiste.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_avoid_situations;Jeg undgik arbejde, skole eller sociale aktiviteter, fordi jeg var bange for, at jeg ville overspise.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_avoid_cut_food_sad;Når jeg skar ned på eller stoppede med at spise visse fødevarer, følte jeg mig irritabel, nervøs eller trist til mode.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_withdrawals;Hvis jeg havde fysiske symptomer (f.eks. hovedpine eller træthed), fordi jeg ikke havde spist bestemte fødevarer, spiste jeg dem for at få det bedre.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_eat_emotions;Hvis jeg havde følelsesmæssige problemer, fordi jeg ikke havde spist bestemte fødevarer, spiste jeg dem for at få det bedre.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_phys_sympt;Når jeg skar ned på eller stoppede med at spise visse fødevarer, fik jeg fysiske symptomer (f.eks. hovedpine eller træthed).;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_craving_reduced;Når jeg skar ned på eller stoppede med at spise visse fødevarer, fik jeg stærk trang til dem.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_food_stress;Min spisning gav mig stor følelsesmæssig ubehag.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_function_problems;Jeg havde betydelige problemer i mit liv på grund af mad og spisning. Det kunne for eksempel være problemer med mine daglige rutiner, arbejde, skole, venner, familie eller mit helbred.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_felt_bad_overeat;Jeg havde det så dårligt over at have overspist, at jeg ikke fik gjort andre vigtige ting. Det kunne for eksempel være at arbejde eller bruge tid med familie eller venner.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_overeat_neglect;Min overspisning gjorde det svært for mig at tage mig af min familie eller foretage huslige pligter.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_avoid_no_foods;Jeg undgik arbejde, skole eller sociale arrangementer, fordi jeg ikke kunne spise visse fødevarer.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_avoid_appreciation;Jeg undgik sociale situationer, fordi andre ikke ville acceptere, hvor meget jeg spiste.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_emotion_same_way;Jeg fortsatte med at spise på samme måde, selvom min spisning gav mig følelsesmæssige problemer.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_physical_same_way;Jeg fortsatte med at spise på samme måde, selvom min spisning gav mig fysiske problemer (f.eks. hovedpine eller træthed).;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_same_eat_no_joy;At spise den samme mængde mad gav mig ikke lige så meget nydelse som før.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_stop_eat_not_able;Jeg ville virkelig gerne skære ned på eller stoppe med at spise visse typer mad, men jeg kunne bare ikke.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_eat_more_same_feel;Jeg havde brug for at spise mere og mere for at få de følelser, jeg ønskede fra mad. Det kunne være at mindske negative følelser som tristhed eller øge nydelsen.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_do_bad_overeat;Jeg klarede mig dårligt på arbejde eller i skole, fordi jeg spiste for meget.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_keep_harmful_eat;Jeg fortsatte med at spise visse fødevarer, selvom jeg vidste, at det var skadeligt for mit helbred. For eksempel spiste jeg stadig søde sager, selvom jeg havde diabetes, eller jeg spiste fed mad, selvom jeg havde hjerte-kar-sygdom.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_urge_cannot_think;Jeg havde så stærk trang til visse fødevarer, at jeg ikke kunne tænke på andet.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_urge_eat_now;Jeg havde så intens lyst til visse fødevarer, at jeg følte, jeg måtte spise dem med det samme.;7;4-6 gange om ugen;Four-six times a week ;;;;
yale_food_addiction_scale_yfas;yfas_no_succes_stop_eat;Jeg forsøgte at skære ned på eller lade være med at spise bestemte typer mad, men det lykkedes mig ikke.;7;4-6 gange om ugen;Four-six times a week ;;;;
